,created_at,text,lang,timestamp_ms,preprocessed,lemma stop
299,Mon Nov 15 22:48:51 +0000 2021,@AmeliaSue13 @mishacollins You're dripping with it...,en,1637016531659, you re dripping with it ,drip
301,Mon Nov 15 23:01:29 +0000 2021,@deancasbees @mishacollins That lobster isn't his lobster though. It obviously hurt him. That's not a good foundation for love😢😂,en,1637017289657, that lobster isn t his lobster though it obviously hurt him that s not a good foundation for love ,lobster lobster though obviously hurt good foundation love
302,Mon Nov 15 23:07:38 +0000 2021,"@mishacollins And suddenly, I was hit with so many memories of growing up in Louisiana. Eating crawfish, going to cookouts, Mudbug Madness, cypress trees, and seeing people in ditches with buckets on the regular. And, ofc, dad jokes about them. Lol weird how memory works.",en,1637017658662, and suddenly i was hit with so many memories of growing up in louisiana eating crawfish going to cookouts mudbug madness cypress trees and seeing people in ditches with buckets on the regular and ofc dad jokes about them lol weird how memory works ,suddenly hit many memories grow louisiana eat crawfish go cookouts mudbug madness cypress tree see people ditch bucket regular ofc dad joke lol weird memory work
305,Mon Nov 15 23:30:01 +0000 2021,"Ep.297 — 14:10 — ""Nihilism""

:: Chuck: writer, churns out :: 
:: draft after draft, my world? this? :: 
:: nothing but failed drafts :: 

@mishacollins @JensenAckles :: @/JensenAckles ::",en,1637019001663,ep 297 14 10 nihilism chuck writer churns out draft after draft my world this nothing but failed drafts jensenackles ,ep 297 14 10 nihilism chuck writer churn draft draft world nothing fail draft jensenackles
307,Tue Nov 16 00:12:47 +0000 2021,@mishacollins this was hilarious from the start to the end,en,1637021567666, this was hilarious from the start to the end,hilarious start end
308,Tue Nov 16 01:22:42 +0000 2021,@mishacollins omggg ive been so worried!! please keep tweeting regularly!! this eerie silence is unsettling,en,1637025762658, omggg ive been so worried please keep tweeting regularly this eerie silence is unsettling,omggg ive worry please keep tweet regularly eerie silence unsettle
309,Tue Nov 16 01:33:22 +0000 2021,@mishacollins at no point did i know what you were going to say next,en,1637026402658, at no point did i know what you were going to say next,point know go say next
310,Tue Nov 16 01:41:26 +0000 2021,"@CaringForMish @TJ16060 You going to defend someone who is threatening other ppl, boy how wrong does that sound in so many ways. Friends like that who needs enemies, glad I am not friends with you or stan Misha Collins.",en,1637026886657, you going to defend someone who is threatening other ppl boy how wrong does that sound in so many ways friends like that who needs enemies glad i am not friends with you or stan misha collins ,go defend someone threaten ppl boy wrong sound many ways friends like need enemies glad friends stan misha collins
315,Tue Nov 16 10:59:30 +0000 2021,@mishacollins MISHA ARE YOU SWIMMING OR DROWNING AT THE END,en,1637060370658, misha are you swimming or drowning at the end,misha swim drown end
321,Tue Nov 16 16:46:47 +0000 2021,"@mishacollins Do you need a @Roadfood123 mascot? ""Lobster""seems like a good crawdad for the job! 😁",en,1637081207658, do you need a mascot lobster seems like a good crawdad for the job ,need mascot lobster seem like good crawdad job
322,Tue Nov 16 17:40:28 +0000 2021,@anythingsparks @mishacollins it’s what u deserve bb,en,1637084428657, it s what u deserve bb,u deserve bb
325,Tue Nov 16 20:28:26 +0000 2021,Petition to save all pumpkins from the evil Misha Collins!!,en,1637094506657,petition to save all pumpkins from the evil misha collins ,petition save pumpkins evil misha collins
327,Tue Nov 16 21:29:03 +0000 2021,"@Roadfood123 @mishacollins I just remembered this place....in Tuscaloosa, AL. Its called Nick's Original Filet House formally, but we all call it nicks n the sticks. Some of the best steak I've ever had....and the drinks aren't bad either! https://t.co/7Gpg8EovwH",en,1637098143662, i just remembered this place in tuscaloosa al its called nick s original filet house formally but we all call it nicks n the sticks some of the best steak i ve ever had and the drinks aren t bad either ,remember place tuscaloosa al call nick original filet house formally call nick n stick best steak ever drink bad either
328,Tue Nov 16 21:30:32 +0000 2021,danneel is TOO sexy for that BEAST misha collins please leave her out of this,en,1637098232665,danneel is too sexy for that beast misha collins please leave her out of this,danneel sexy beast misha collins please leave
329,Tue Nov 16 21:58:53 +0000 2021,@mishacollins ❤️❤️. Love this handsome dude. https://t.co/kcTHohqODb,en,1637099933660, love this handsome dude ,love handsome dude
335,Wed Nov 17 19:25:06 +0000 2021,"@casanddean1 People are fat shaming Misha? Misha Collins?
Taking out everything that man has been through this last year, it's been a pandemic! I gained back the 30lbs I lost in 2019...most people gained weight.
And he still looks amazing! I like the little belly, personally.",en,1637177106665, people are fat shaming misha misha collins taking out everything that man has been through this last year it s been a pandemic i gained back the 30lbs i lost in 2019 most people gained weight and he still looks amazing i like the little belly personally ,people fat sham misha misha collins take everything man last year pandemic gain back 30lbs lose 2019 people gain weight still look amaze like little belly personally
338,Thu Nov 18 01:20:01 +0000 2021,"Ep.299 — 14:12 — ""Prophet and Loss""

maybe Billie’s wrong
I do believe in us, I 
believe all of us

@mishacollins @JensenAckles @jarpad",en,1637198401660,ep 299 14 12 prophet and loss maybe billie s wrong i do believe in us i believe all of us ,ep 299 14 12 prophet loss maybe billie wrong believe us believe us
340,Thu Nov 18 01:44:18 +0000 2021,"@CliffSharples @mishacollins @Roadfood123 I hope Misha enjoyed the meal immensely. 
I can’t wait to see the episode. 
gotta get my Misha fix on. 
Nov. 27th!
Just being a little shellfish. 
Pinch pinch😉",en,1637199858661, i hope misha enjoyed the meal immensely i can t wait to see the episode gotta get my misha fix on nov 27th just being a little shellfish pinch pinch ,hope misha enjoy meal immensely wait see episode gotta get misha fix nov 27th little shellfish pinch pinch
342,Thu Nov 18 09:46:14 +0000 2021,@MarkRPellegrino @jarpad @JensenAckles @mishacollins My favorite books are Tolkien’s Lord of the Rings series and A History of God by Karen Armstrong. The first gives me courage when faced with challenges. The second challenged and changed my understanding of theology.,en,1637228774665, my favorite books are tolkien s lord of the rings series and a history of god by karen armstrong the first gives me courage when faced with challenges the second challenged and changed my understanding of theology ,favorite book tolkien lord ring series history god karen armstrong first give courage face challenge second challenge change understand theology
346,Thu Nov 18 17:38:31 +0000 2021,"@GISH My favourite #GISH submission from this year. I had so much fun researching and designing this ambigram tattoo- this version is sharpie, but I'm for sure getting it done for real in the future. Thank you, @Gish, @Stands, @charliecapen, @mishacollins for being aweweird 💖 xXx https://t.co/qjIQoniFXG",en,1637257111661, my favourite submission from this year i had so much fun researching and designing this ambigram tattoo this version is sharpie but i m for sure getting it done for real in the future thank you for being aweweird xxx ,favourite submission year much fun research design ambigram tattoo version sharpie sure get do real future thank aweweird xxx
347,Thu Nov 18 18:34:07 +0000 2021,oh misha collins is the prof,en,1637260447660,oh misha collins is the prof,oh misha collins prof
349,Thu Nov 18 20:40:49 +0000 2021,@Monica1236 @MarkRPellegrino @jarpad @JensenAckles @mishacollins Your beard is so distracting to me. Not use to seeing you with one. Cheers to being awesome 👏🏼,en,1637268049660, your beard is so distracting to me not use to seeing you with one cheers to being awesome ,beard distract use see one cheer awesome
351,Thu Nov 18 22:22:15 +0000 2021,"So charming ❤
#MishaCollins",en,1637274135663,so charming ,charm
354,Fri Nov 19 05:31:56 +0000 2021,@autisticcastiel @mishacollins Thanks!! 😄😄,en,1637299916661, thanks ,thank
360,Fri Nov 19 21:27:41 +0000 2021,@mishacollins Makes me very ill.,en,1637357261663, makes me very ill ,make ill
361,Fri Nov 19 21:29:04 +0000 2021,@mishacollins It is sickening and disgusting the judicial system utterly failed the victims and society as a whole ….,en,1637357344659, it is sickening and disgusting the judicial system utterly failed the victims and society as a whole ,sicken disgust judicial system utterly fail victims society whole
362,Fri Nov 19 21:30:00 +0000 2021,@mishacollins I've read this dystopian novel before.,en,1637357400659, i ve read this dystopian novel before ,read dystopian novel
367,Fri Nov 19 22:01:20 +0000 2021,@mishacollins Yeah.......this really needs to change.....,en,1637359280666, yeah this really needs to change ,yeah really need change
371,Sat Nov 20 00:32:23 +0000 2021,@mishacollins I understood both the sarcasm and the anger very clearly,en,1637368343658, i understood both the sarcasm and the anger very clearly,understand sarcasm anger clearly
372,Sat Nov 20 01:10:36 +0000 2021,@drfangirlphd @valderie @everybodytattoo @mishacollins @JensenAckles Gorgeous ink! I love the concept!,en,1637370636664, gorgeous ink i love the concept ,gorgeous ink love concept
378,Sat Nov 20 07:44:27 +0000 2021,Misha Collins is one of the 107 people Joe Biden is following on insta,en,1637394267658,misha collins is one of the 107 people joe biden is following on insta,misha collins one 107 people joe biden follow insta
380,Sat Nov 20 17:30:54 +0000 2021,"@trai_all @MIFarmSB @jennihaa @deb167 @mishacollins Exactly. I don't know why the prosecution didn't focus on this.

He travelled there and inserted himself into a dangerous situation while armed with a deadly weapon as though he was judge, jury and executioner.

He had no cause to be there. He had no right to use lethal force.",en,1637429454662, exactly i don t know why the prosecution didn t focus on this he travelled there and inserted himself into a dangerous situation while armed with a deadly weapon as though he was judge jury and executioner he had no cause to be there he had no right to use lethal force ,exactly know prosecution focus travel insert dangerous situation arm deadly weapon though judge jury executioner cause right use lethal force
382,Sat Nov 20 17:56:44 +0000 2021,"@MIFarmSB @trai_all @jennihaa @deb167 @mishacollins What I mean, damn word count  was that he did not have any sort of position of authority, such as police officer, that gave him authority to go there armed and threaten other members of the public.

Should they have been there? Maybe not. Doesn't give him the right to shoot them.",en,1637431004658, what i mean damn word count was that he did not have any sort of position of authority such as police officer that gave him authority to go there armed and threaten other members of the public should they have been there maybe not doesn t give him the right to shoot them ,mean damn word count sort position authority police officer give authority go arm threaten members public maybe give right shoot
383,Sat Nov 20 18:18:04 +0000 2021,"@UncleUrdnot8291 @Ellengrady2 @trai_all @jennihaa @deb167 @mishacollins 1. He didn't provoke the violence. The 1st guy, who had already been involved in a prior assault, did by chasing Rittenhouse &amp; trying to take his rifle. He had the right to defend himself from the guy trying to beat him with the skateboard &amp; from the guy pointing a handgun at him",en,1637432284664, 1 he didn t provoke the violence the 1st guy who had already been involved in a prior assault did by chasing rittenhouse amp trying to take his rifle he had the right to defend himself from the guy trying to beat him with the skateboard amp from the guy pointing a handgun at him,1 provoke violence 1st guy already involve prior assault chase rittenhouse amp try take rifle right defend guy try beat skateboard amp guy point handgun
388,Sat Nov 20 20:21:16 +0000 2021,@_KingBooks_ @mishacollins @CreationEnt Thanks for blessing us 🙏🏻,en,1637439676661, thanks for blessing us ,thank bless us
392,Sat Nov 20 21:25:02 +0000 2021,@FudgeTexas @mishacollins @CreationEnt He was amazing!!,en,1637443502662, he was amazing ,amaze
396,Sat Nov 20 23:55:00 +0000 2021,@mandileaphotos @mishacollins @CreationEnt Your photos have such a warmth about them!,en,1637452500664, your photos have such a warmth about them ,photos warmth
417,Sun Nov 21 14:10:51 +0000 2021,"@Magdalena5880 @mishacollins Wtf!!
That is the opposite of what Sam/ Jared would say. And why use such a goofy voice? What you implying M?",en,1637503851664, wtf that is the opposite of what sam jared would say and why use such a goofy voice what you implying m ,wtf opposite sam jar would say use goofy voice imply
420,Sun Nov 21 17:37:34 +0000 2021,@mishacollins Our hearts and thoughts with all those Stu blessed with his beautiful self. 💖,en,1637516254666, our hearts and thoughts with all those stu blessed with his beautiful self ,hearts thoughts stu bless beautiful self
421,Sun Nov 21 17:43:19 +0000 2021,@mishacollins Sending love to you🧡,en,1637516599665, sending love to you ,send love
